Date,Time ,Level_cm,Cal_point_cm,Corrected_level_cm,
11/30/2012,21:02,-10.1,30,19.9,
12/1/2012,9:02,-10.2,30,19.8,
12/1/2012,21:02,-8.2,30,21.8,
12/2/2012,9:02,-7.9,30,22.1,
12/2/2012,21:02,-7.6,30,22.4,
12/3/2012,9:02,-7.9,30,22.1,
12/3/2012,21:02,-11.1,30,18.9,
12/4/2012,9:02,-10.6,30,19.4,
12/4/2012,21:02,-9.1,30,20.9,
12/5/2012,9:02,-9.9,30,20.1,
12/5/2012,21:02,-9.4,30,20.6,
12/6/2012,9:02,-11,30,19,
12/6/2012,21:02,-8,30,22,
12/7/2012,9:02,-7.9,30,22.1,
12/7/2012,21:02,-5.9,30,24.1,
12/8/2012,9:02,-5.9,30,24.1,
12/8/2012,21:02,-8.5,30,21.5,
12/9/2012,9:02,-8.9,30,21.1,
12/9/2012,21:02,-5.3,30,24.7,
12/10/2012,9:02,-5.7,30,24.3,
12/10/2012,21:02,-7.4,30,22.6,
12/11/2012,9:02,-8.9,30,21.1,
12/11/2012,21:02,-9.7,30,20.3,
12/12/2012,9:02,-10,30,20,
12/12/2012,21:02,-6.4,30,23.6,
12/13/2012,9:02,-9.7,30,20.3,
12/13/2012,21:02,-5.1,30,24.9,
12/14/2012,9:02,-9.5,30,20.5,
12/14/2012,21:02,2.2,30,2.2,
12/15/2012,9:02,2.3,30,2.3,
12/15/2012,21:02,1.1,30,1.1,
12/16/2012,9:02,2,30,2,
12/16/2012,21:02,0.4,30,0.4,
12/17/2012,9:02,1,30,1,
12/17/2012,21:02,1.5,30,1.5,
12/18/2012,9:02,1.6,30,1.6,
12/18/2012,21:02,-0.7,30,29.3,
12/19/2012,9:02,1.2,30,1.2,
12/19/2012,21:02,1.8,30,1.8,
12/20/2012,9:02,2.5,30,2.5,
12/20/2012,21:02,6,30,6,
12/21/2012,9:02,2.7,30,2.7,
12/21/2012,21:02,2.4,30,2.4,
12/22/2012,9:02,4.3,30,4.3,
12/22/2012,21:02,6.6,30,6.6,
12/23/2012,9:02,-10.9,30,19.1,
12/23/2012,21:02,-9.7,30,20.3,
12/24/2012,9:02,-10.5,30,19.5,
12/24/2012,21:02,7.8,30,7.8,
12/25/2012,9:02,9.5,30,9.5,
12/25/2012,21:02,10.6,30,10.6,
12/26/2012,9:02,9.4,30,9.4,
12/26/2012,21:02,-9.6,30,20.4,
12/27/2012,9:02,-11.4,30,18.6,
12/27/2012,21:02,-7.4,30,22.6,
12/28/2012,9:02,-8.7,30,21.3,
12/28/2012,21:02,-8.6,30,21.4,
12/29/2012,9:02,-7.9,30,22.1,
12/29/2012,21:02,14.8,30,14.8,
12/30/2012,9:02,-7.7,30,22.3,
12/30/2012,21:02,-9.3,30,20.7,
12/31/2012,9:02,-8.9,30,21.1,
12/31/2012,21:02,974.7,30,974.7,
1/1/2013,9:02,99.5,30,99.5,
1/1/2013,21:02,-8.6,30,21.4,
1/2/2013,9:02,-9.6,30,20.4,
1/2/2013,21:02,-9.7,30,20.3,
1/3/2013,9:02,-12.6,30,17.4,
1/3/2013,21:02,-14.7,30,15.3,
1/4/2013,9:02,-8.1,30,21.9,
1/4/2013,21:02,-9.8,30,20.2,
1/5/2013,9:02,-9.2,30,20.8,
1/5/2013,21:02,758.8,30,758.8,
1/6/2013,9:02,221.9,30,221.9,
1/6/2013,21:02,855.7,30,855.7,
1/7/2013,9:02,767.5,30,767.5,
1/7/2013,21:02,382.6,30,382.6,
1/8/2013,9:02,-12,30,18,
1/8/2013,21:02,234.1,30,234.1,
1/9/2013,9:02,-13.2,30,16.8,
1/9/2013,21:02,396.4,30,396.4,
1/10/2013,9:02,-10.3,30,19.7,
1/10/2013,21:02,968.6,30,968.6,
1/11/2013,9:02,99.5,30,99.5,
1/11/2013,21:02,204.5,30,204.5,
1/12/2013,9:02,872.4,30,872.4,
1/12/2013,21:02,253.5,30,253.5,
1/13/2013,9:02,445.3,30,445.3,
1/13/2013,21:02,833.5,30,833.5,
1/14/2013,9:02,412.7,30,412.7,
1/14/2013,21:02,715.7,30,715.7,
1/15/2013,9:02,-16.8,30,13.2,
1/15/2013,21:02,-15.9,30,14.1,
1/16/2013,9:02,-14.2,30,15.8,
1/16/2013,21:02,101.1,30,101.1,
1/17/2013,9:02,462.7,30,462.7,
1/17/2013,21:02,520.5,30,520.5,
1/18/2013,9:02,-10.3,30,19.7,
1/18/2013,21:02,-12.8,30,17.2,
1/19/2013,9:02,-12.6,30,17.4,
1/19/2013,21:02,108.4,30,108.4,
1/20/2013,9:02,753,30,753,
1/20/2013,21:02,437.9,30,437.9,
1/21/2013,9:02,-12.9,30,17.1,
1/21/2013,21:02,-13.7,30,16.3,
1/22/2013,9:02,-14.8,30,15.2,
1/22/2013,21:02,-15,30,15,
1/23/2013,9:02,-15.4,30,14.6,
1/23/2013,21:02,-15.1,30,14.9,
1/24/2013,9:02,-15.3,30,14.7,
1/24/2013,21:02,-15.5,30,14.5,
1/25/2013,9:02,-15.5,30,14.5,
1/25/2013,21:02,-14.4,30,15.6,
1/26/2013,9:02,-14.1,30,15.9,
1/26/2013,21:02,-11.5,30,18.5,
1/27/2013,9:02,-14.8,30,15.2,
1/27/2013,21:02,-12.9,30,17.1,
1/28/2013,9:02,17.4,30,17.4,
1/28/2013,21:02,152,30,152,
1/29/2013,9:02,-108.2,30,-78.2,
1/29/2013,21:02,104.8,30,104.8,
1/30/2013,9:02,134.2,30,134.2,
1/30/2013,21:02,28.9,30,28.9,
1/31/2013,9:02,-10.2,30,19.8,
1/31/2013,21:02,-13.4,30,16.6,
2/1/2013,9:02,-13,30,17,
2/1/2013,21:02,-13.3,30,16.7,
2/2/2013,9:02,-13.9,30,16.1,
2/2/2013,21:02,-13.2,30,16.8,
2/3/2013,9:02,-13.6,30,16.4,
2/3/2013,21:02,-13.4,30,16.6,
2/4/2013,9:02,-13.7,30,16.3,
2/4/2013,21:02,-19.2,30,10.8,
2/5/2013,9:02,-12.9,30,17.1,
2/5/2013,21:02,-16.8,30,13.2,
2/6/2013,9:02,-11,30,19,
2/6/2013,21:02,-11.2,30,18.8,
2/7/2013,9:02,-12.4,30,17.6,
2/7/2013,21:02,396.6,30,396.6,
2/8/2013,9:02,185.4,30,185.4,
2/8/2013,21:02,-23.7,30,6.3,
2/9/2013,9:02,-11.6,30,18.4,
2/9/2013,21:02,-11.5,30,18.5,
2/10/2013,9:02,-13.4,30,16.6,
2/10/2013,21:02,-97.1,30,-67.1,
2/11/2013,9:02,-103.8,30,-73.8,
2/11/2013,21:02,-113.6,30,-83.6,
2/12/2013,9:02,-113.9,30,-83.9,
2/12/2013,21:02,758.5,30,758.5,
2/13/2013,9:02,-13.3,30,16.7,
2/13/2013,21:02,-10.9,30,19.1,
2/14/2013,9:02,-14.8,30,15.2,
2/14/2013,21:02,796.7,30,796.7,
2/15/2013,9:02,-22,30,8,
2/15/2013,21:02,-22.6,30,7.4,
2/16/2013,9:02,-13.7,30,16.3,
2/16/2013,21:02,-13,30,17,
2/17/2013,9:02,-14.4,30,15.6,
2/17/2013,21:02,-14.1,30,15.9,
2/18/2013,9:02,-15.4,30,14.6,
2/18/2013,21:02,204.1,30,204.1,
2/19/2013,9:02,494.7,30,494.7,
2/19/2013,21:02,-15.3,30,14.7,
2/20/2013,9:02,-14,30,16,
2/20/2013,21:02,-14.2,30,15.8,
2/21/2013,9:02,-14.5,30,15.5,
2/21/2013,21:02,-14.5,30,15.5,
2/22/2013,9:02,-14.3,30,15.7,
2/22/2013,21:02,79.1,30,79.1,
2/23/2013,9:02,119.1,30,119.1,
2/23/2013,21:02,118.7,30,118.7,
2/24/2013,9:02,101.5,30,101.5,
2/24/2013,21:02,116.6,30,116.6,
2/25/2013,9:02,-14,30,16,
2/25/2013,21:02,134.7,30,134.7,
2/26/2013,9:02,-15.3,30,14.7,
2/26/2013,21:02,200.7,30,200.7,
2/27/2013,9:02,320.4,30,320.4,
2/27/2013,21:02,239.7,30,239.7,
2/28/2013,9:02,234,30,234,
2/28/2013,21:02,241.7,30,241.7,
3/1/2013,9:02,-21.2,30,8.8,
3/1/2013,21:02,-23.4,30,6.6,
3/2/2013,9:02,-11.3,30,18.7,
3/2/2013,21:02,-13.9,30,16.1,
3/3/2013,9:02,-12.5,30,17.5,
3/3/2013,21:02,-12.3,30,17.7,
3/4/2013,9:02,-13.7,30,16.3,
3/4/2013,21:02,-5.4,30,24.6,
3/5/2013,9:02,-14.1,30,15.9,
3/5/2013,21:02,-8.2,30,21.8,
3/6/2013,9:02,-20.1,30,9.9,
3/6/2013,21:02,-8.2,30,21.8,
3/7/2013,9:02,-12.6,30,17.4,
3/7/2013,21:02,-15.3,30,14.7,
3/8/2013,9:02,-15.9,30,14.1,
3/8/2013,21:02,-5.4,30,24.6,
3/9/2013,9:02,-13.7,30,16.3,
3/9/2013,21:02,5.8,30,5.8,
3/10/2013,9:02,-15.1,30,14.9,
3/10/2013,21:02,12.4,30,12.4,
3/11/2013,9:02,-3.5,30,26.5,
3/12/2013,10:45,-6.6,30,23.4,
3/12/2013,22:45,-14.8,30,15.2,
3/13/2013,10:45,-13.4,30,16.6,
3/13/2013,22:45,-13.7,30,16.3,
3/14/2013,10:45,-16.4,30,13.6,
3/14/2013,22:45,-11.1,30,18.9,
3/15/2013,10:45,-12.3,30,17.7,
3/15/2013,22:45,-20.3,30,9.7,
3/16/2013,10:45,-22.7,30,7.3,
3/16/2013,22:45,-18.3,30,11.7,
3/17/2013,10:45,-21.7,30,8.3,
3/17/2013,22:45,-18.9,30,11.1,
3/18/2013,10:45,-22.1,30,7.9,
3/18/2013,22:45,-18.8,30,11.2,
3/19/2013,10:45,-15.5,30,14.5,
3/19/2013,22:45,-17.5,30,12.5,
3/20/2013,10:45,-17.7,30,12.3,
3/20/2013,22:45,-23.2,30,6.8,
3/21/2013,10:45,-16.4,30,13.6,
3/21/2013,22:45,-15.3,30,14.7,
3/22/2013,10:45,-14.5,30,15.5,
3/22/2013,22:45,-21.9,30,8.1,
3/23/2013,10:45,-22.3,30,7.7,
3/23/2013,22:45,-15.1,30,14.9,
3/24/2013,10:45,-12.6,30,17.4,
3/24/2013,22:45,-18,30,12,
3/25/2013,10:45,-23.4,30,6.6,
3/25/2013,22:45,-20.3,30,9.7,
3/26/2013,10:45,-21.8,30,8.2,
3/26/2013,22:45,-19.7,30,10.3,
3/27/2013,10:45,-19.1,30,10.9,
3/27/2013,22:45,-21.6,30,8.4,
3/28/2013,10:45,-21.9,30,8.1,
3/28/2013,22:45,-18.1,30,11.9,
3/29/2013,10:45,-21.5,30,8.5,
3/29/2013,22:45,-12,30,18,
3/30/2013,10:45,-12.6,30,17.4,
3/30/2013,22:45,-12,30,18,
3/31/2013,10:45,-13.2,30,16.8,
3/31/2013,22:45,-18.9,30,11.1,
4/1/2013,10:45,-17.4,30,12.6,
4/1/2013,22:45,-18.1,30,11.9,
4/2/2013,10:45,-13.2,30,16.8,
4/2/2013,22:45,-12.6,30,17.4,
4/3/2013,10:45,-12.9,30,17.1,
4/3/2013,22:45,-12.8,30,17.2,
4/4/2013,10:45,-13.3,30,16.7,
4/4/2013,22:45,-12.5,30,17.5,
4/5/2013,10:45,-12.9,30,17.1,
4/5/2013,22:45,-12,30,18,
4/6/2013,10:45,-13.3,30,16.7,
4/6/2013,22:45,-14.1,30,15.9,
4/7/2013,10:45,-16,30,14,
4/7/2013,22:45,-23.8,30,6.2,
4/8/2013,10:45,-12.8,30,17.2,
4/8/2013,22:45,-20,30,10,
4/9/2013,10:45,-25.3,30,4.7,
4/9/2013,22:45,-20.6,30,9.4,
4/10/2013,10:45,-106.1,30,-76.1,
4/10/2013,22:45,-106.1,30,-76.1,
4/11/2013,10:45,-106,30,-76,
4/11/2013,22:45,-106.1,30,-76.1,
4/12/2013,10:45,-106.2,30,-76.2,
4/12/2013,22:45,-105.8,30,-75.8,
4/13/2013,10:45,-8.1,30,21.9,
4/13/2013,22:45,-9,30,21,
4/14/2013,10:45,-10.4,30,19.6,
4/14/2013,22:45,-10.7,30,19.3,
4/15/2013,10:45,-11,30,19,
4/15/2013,22:45,-10.8,30,19.2,
4/16/2013,10:45,-10.9,30,19.1,
4/16/2013,22:45,-10.4,30,19.6,
4/17/2013,10:45,-10.5,30,19.5,
4/17/2013,22:45,-11.1,30,18.9,
4/18/2013,10:45,-11.1,30,18.9,
4/18/2013,22:45,-11.3,30,18.7,
4/19/2013,10:45,-10.9,30,19.1,
4/19/2013,22:45,-10.7,30,19.3,
4/20/2013,10:45,-11.6,30,18.4,
4/20/2013,22:45,-11.8,30,18.2,
4/21/2013,10:45,-12,30,18,
4/21/2013,22:45,-11.9,30,18.1,
4/22/2013,10:45,-12,30,18,
4/22/2013,22:45,-11.7,30,18.3,
4/23/2013,10:45,-11.5,30,18.5,
4/23/2013,22:45,-11.4,30,18.6,
4/24/2013,10:45,-11.4,30,18.6,
4/24/2013,22:45,-10.9,30,19.1,
4/25/2013,10:45,-11.5,30,18.5,
4/25/2013,22:45,-11.8,30,18.2,
4/26/2013,10:45,-11.2,30,18.8,
4/26/2013,22:45,-11.5,30,18.5,
4/27/2013,10:45,-11.4,30,18.6,
4/27/2013,22:45,-11.2,30,18.8,
4/28/2013,10:45,-11.1,30,18.9,
4/28/2013,22:45,-10.2,30,19.8,
4/29/2013,10:45,-9.1,30,20.9,
4/29/2013,22:45,-9.4,30,20.6,
4/30/2013,10:45,-9.6,30,20.4,
4/30/2013,22:45,-9.9,30,20.1,
5/1/2013,10:45,-9.6,30,20.4,
5/1/2013,22:45,-9.9,30,20.1,
5/2/2013,10:45,-10,30,20,
5/2/2013,22:45,-10.2,30,19.8,
5/3/2013,10:45,-10.7,30,19.3,
5/3/2013,22:45,-10.5,30,19.5,
5/4/2013,10:45,-10.8,30,19.2,
5/4/2013,22:45,-10.7,30,19.3,
5/5/2013,10:45,-11,30,19,
5/5/2013,22:45,-10.7,30,19.3,
5/6/2013,10:45,-11.1,30,18.9,
5/6/2013,22:45,-10.6,30,19.4,
5/7/2013,10:45,-10.9,30,19.1,
5/7/2013,22:45,-10.2,30,19.8,
5/8/2013,10:45,-10.8,30,19.2,
5/8/2013,22:45,-10.5,30,19.5,
5/9/2013,10:45,-9.9,30,20.1,
5/9/2013,22:45,-10.2,30,19.8,
5/10/2013,10:45,-10.5,30,19.5,
5/10/2013,22:45,-9.6,30,20.4,
5/11/2013,10:45,-8.7,30,21.3,
5/11/2013,22:45,-10.1,30,19.9,
5/12/2013,10:45,-9.5,30,20.5,
5/12/2013,22:45,-10.6,30,19.4,
5/13/2013,10:45,-10.9,30,19.1,
5/13/2013,22:45,-10.8,30,19.2,
5/14/2013,10:45,-11.1,30,18.9,
5/14/2013,22:45,-10.5,30,19.5,
5/15/2013,11:30,-15.7,30,14.3,
5/15/2013,23:30,-15.4,30,14.6,
5/16/2013,11:30,-15.5,30,14.5,
5/16/2013,23:30,-15.3,30,14.7,
5/17/2013,11:30,-15.4,30,14.6,
5/17/2013,23:30,-15.2,30,14.8,
5/18/2013,11:30,-15,30,15,
5/18/2013,23:30,-14.9,30,15.1,
5/19/2013,11:30,-14.8,30,15.2,
5/19/2013,23:30,-14.7,30,15.3,
5/20/2013,11:30,-14.4,30,15.6,
5/20/2013,23:30,-14.5,30,15.5,
5/21/2013,11:30,-14.6,30,15.4,
5/21/2013,23:30,-14.5,30,15.5,
5/22/2013,11:30,-13.8,30,16.2,
5/22/2013,23:30,-15.3,30,14.7,
5/23/2013,11:30,-15.5,30,14.5,
5/23/2013,23:30,-15.6,30,14.4,
5/24/2013,11:30,-15.8,30,14.2,
5/24/2013,23:30,-15.4,30,14.6,
5/25/2013,11:30,-15.6,30,14.4,
5/25/2013,23:30,-15.2,30,14.8,
5/26/2013,11:30,-15.5,30,14.5,
5/26/2013,23:30,-15,30,15,
5/27/2013,11:30,-14.4,30,15.6,
5/27/2013,23:30,-14.2,30,15.8,
5/28/2013,11:30,-14.3,30,15.7,
5/28/2013,23:30,-14.1,30,15.9,
5/29/2013,11:30,-14,30,16,
5/29/2013,23:30,-14.1,30,15.9,
5/30/2013,11:30,-14.1,30,15.9,
5/30/2013,23:30,-13.2,30,16.8,
5/31/2013,11:30,-12.9,30,17.1,
5/31/2013,23:30,-13,30,17,
6/1/2013,11:30,-12.1,30,17.9,
6/1/2013,23:30,-12.5,30,17.5,
6/2/2013,11:30,-13.1,30,16.9,
6/2/2013,23:30,-13.2,30,16.8,
6/3/2013,11:30,-13.3,30,16.7,
6/3/2013,23:30,-13.1,30,16.9,
6/4/2013,11:30,-13.3,30,16.7,
6/4/2013,23:30,-13,30,17,
6/5/2013,11:30,-12.5,30,17.5,
6/5/2013,23:30,-12.3,30,17.7,
6/6/2013,11:30,-12.3,30,17.7,
6/6/2013,23:30,-12.6,30,17.4,
6/7/2013,11:30,-12.6,30,17.4,
6/7/2013,23:30,-12.5,30,17.5,
6/8/2013,11:30,-12.7,30,17.3,
6/8/2013,23:30,-12.6,30,17.4,
6/9/2013,11:30,-12,30,18,
6/9/2013,23:30,-11.7,30,18.3,
6/10/2013,11:30,-11.3,30,18.7,
6/10/2013,23:30,-11.5,30,18.5,
6/11/2013,11:30,-11.4,30,18.6,
6/11/2013,23:30,-11.4,30,18.6,
6/12/2013,11:30,-11,30,19,
6/12/2013,23:30,-11.4,30,18.6,
6/13/2013,11:30,-11.8,30,18.2,
6/13/2013,23:30,-11.8,30,18.2,
6/14/2013,11:30,-12.5,30,17.5,
6/14/2013,23:30,-11.7,30,18.3,
6/15/2013,11:30,-11.3,30,18.7,
6/15/2013,23:30,-10.8,30,19.2,
6/16/2013,11:30,-10.9,30,19.1,
6/16/2013,23:30,-11.2,30,18.8,
6/17/2013,11:30,-11.6,30,18.4,
6/17/2013,23:30,-12,30,18,
6/18/2013,11:30,-12.3,30,17.7,
6/18/2013,23:30,-11.8,30,18.2,
6/19/2013,11:30,-12.3,30,17.7,
6/19/2013,23:30,-11.7,30,18.3,
6/20/2013,11:30,-12,30,18,
6/20/2013,23:30,-11.7,30,18.3,
6/21/2013,11:30,-11.9,30,18.1,
6/21/2013,23:30,-11.8,30,18.2,
6/22/2013,11:30,-11.7,30,18.3,
6/22/2013,23:30,-11.8,30,18.2,
6/23/2013,11:30,-11.9,30,18.1,
6/23/2013,23:30,-12.1,30,17.9,
6/24/2013,11:30,-12.1,30,17.9,
6/24/2013,23:30,-11.3,30,18.7,
6/25/2013,11:30,-8.4,30,21.6,
6/25/2013,23:30,-9,30,21,
6/26/2013,11:30,-8.8,30,21.2,
6/26/2013,23:30,-8.9,30,21.1,
6/27/2013,11:30,-9.7,30,20.3,
6/27/2013,23:30,-9.5,30,20.5,
6/28/2013,11:30,-10,30,20,
6/28/2013,23:30,-10,30,20,
6/29/2013,11:30,-10,30,20,
6/29/2013,23:30,-10.3,30,19.7,
6/30/2013,11:30,-10.3,30,19.7,
6/30/2013,23:30,-9.6,30,20.4,
7/1/2013,11:30,-10,30,20,
7/1/2013,23:30,-10.1,30,19.9,
7/2/2013,11:30,-10.3,30,19.7,
7/2/2013,23:30,-10.3,30,19.7,
7/3/2013,11:30,-10.1,30,19.9,
7/3/2013,23:30,-10.1,30,19.9,
7/4/2013,11:30,-9.5,30,20.5,
7/4/2013,23:30,-9.7,30,20.3,
7/5/2013,11:30,-9.9,30,20.1,
7/5/2013,23:30,-8.7,30,21.3,
7/6/2013,11:30,-8.7,30,21.3,
7/6/2013,23:30,-9.1,30,20.9,
7/7/2013,11:30,-9.9,30,20.1,
7/7/2013,23:30,-8.1,30,21.9,
7/8/2013,11:30,-7,30,23,
7/8/2013,23:30,-6.8,30,23.2,
7/9/2013,11:30,-3.4,30,26.6,
7/9/2013,23:30,-3.8,30,26.2,
7/10/2013,11:30,-5.5,30,24.5,
7/10/2013,23:30,-6.4,30,23.6,
7/11/2013,11:30,-7.6,30,22.4,
7/11/2013,23:30,-6.8,30,23.2,
7/12/2013,11:30,-7.5,30,22.5,
7/12/2013,23:30,-7.4,30,22.6,
7/13/2013,11:30,-7.7,30,22.3,
7/13/2013,23:30,-7.6,30,22.4,
7/14/2013,11:30,-7.8,30,22.2,
7/14/2013,23:30,-8.1,30,21.9,
7/15/2013,11:30,-8.2,30,21.8,
7/15/2013,23:30,-8,30,22,
7/16/2013,11:30,-8.2,30,21.8,
7/16/2013,23:30,-8.8,30,21.2,
7/17/2013,11:30,-8.7,30,21.3,
7/17/2013,23:30,-9,30,21,
7/18/2013,11:30,-8.9,30,21.1,
7/18/2013,23:30,-9.4,30,20.6,
7/19/2013,11:30,-9.1,30,20.9,
7/19/2013,23:30,-7.6,30,22.4,
7/20/2013,11:30,-7.8,30,22.2,
7/20/2013,23:30,-8.3,30,21.7,
7/21/2013,11:30,-8.7,30,21.3,
7/21/2013,23:30,-8.7,30,21.3,
7/22/2013,11:30,-8.5,30,21.5,
7/22/2013,23:30,-9.1,30,20.9,
7/23/2013,11:30,-9.4,30,20.6,
7/23/2013,23:30,-9.8,30,20.2,
7/24/2013,11:30,-10.2,30,19.8,
7/24/2013,23:30,-9.5,30,20.5,
7/25/2013,11:30,-10,30,20,
7/25/2013,23:30,-9.1,30,20.9,
7/26/2013,11:30,-9.2,30,20.8,
7/26/2013,23:30,-8.3,30,21.7,
7/27/2013,11:30,-9.4,30,20.6,
7/27/2013,23:30,-9.9,30,20.1,
7/28/2013,11:30,-10,30,20,
7/28/2013,23:30,-8.9,30,21.1,
7/29/2013,11:30,-9.7,30,20.3,
7/30/2013,12:00,-9.4,28.4,19,
7/31/2013,0:00,-9.3,28.4,19.1,
7/31/2013,12:00,-10.5,28.4,17.9,
8/1/2013,0:00,-10.7,28.4,17.7,
8/1/2013,12:00,-12.3,28.4,16.1,
8/2/2013,0:00,-11.3,28.4,17.1,
8/2/2013,12:00,-11.1,28.4,17.3,
8/3/2013,0:00,-11.4,28.4,17,
8/3/2013,12:00,-13.1,28.4,15.3,
8/4/2013,0:00,-10.4,28.4,18,
8/4/2013,12:00,-12,28.4,16.4,
8/5/2013,0:00,-10.6,28.4,17.8,
8/5/2013,12:00,-11.2,28.4,17.2,
8/6/2013,0:00,-11.1,28.4,17.3,
8/6/2013,12:00,-11.8,28.4,16.6,
8/7/2013,0:00,-11.2,28.4,17.2,
8/7/2013,12:00,-9.6,28.4,18.8,
8/8/2013,0:00,-9.6,28.4,18.8,
8/8/2013,12:00,-10,28.4,18.4,
8/9/2013,0:00,-10.5,28.4,17.9,
8/9/2013,12:00,-11.2,28.4,17.2,
8/10/2013,0:00,-10.3,28.4,18.1,
8/10/2013,12:00,-10.8,28.4,17.6,
8/11/2013,0:00,-10.8,28.4,17.6,
8/11/2013,12:00,-11.7,28.4,16.7,
8/12/2013,0:00,-10.6,28.4,17.8,
8/12/2013,12:00,-10.8,28.4,17.6,
8/13/2013,0:00,-11.5,28.4,16.9,
8/13/2013,12:00,-13.7,28.4,14.7,
8/14/2013,0:00,-12.9,28.4,15.5,
8/14/2013,12:00,-13.6,28.4,14.8,
8/15/2013,0:00,-11.1,28.4,17.3,
8/15/2013,12:00,-13.8,28.4,14.6,
8/16/2013,0:00,-11.3,28.4,17.1,
8/16/2013,12:00,-12.7,28.4,15.7,
8/17/2013,0:00,-11.4,28.4,17,
8/17/2013,12:00,-12.9,28.4,15.5,
8/18/2013,0:00,-11.8,28.4,16.6,
8/18/2013,12:00,-12.1,28.4,16.3,
8/19/2013,0:00,-12.4,28.4,16,
8/19/2013,12:00,-12.9,28.4,15.5,
8/20/2013,0:00,-12.2,28.4,16.2,
8/20/2013,12:00,-12.7,28.4,15.7,
8/21/2013,0:00,-12.5,28.4,15.9,
8/21/2013,12:00,-12.5,28.4,15.9,
8/22/2013,0:00,-11.2,28.4,17.2,
8/22/2013,12:00,-11.5,28.4,16.9,
8/23/2013,0:00,-11.8,28.4,16.6,
8/23/2013,12:00,-14,28.4,14.4,
8/24/2013,0:00,-11.7,28.4,16.7,
8/24/2013,12:00,-13.9,28.4,14.5,
8/25/2013,0:00,-11.8,28.4,16.6,
8/25/2013,12:00,-13.3,28.4,15.1,
8/26/2013,0:00,-12.5,28.4,15.9,
8/26/2013,12:00,-12.8,28.4,15.6,
8/27/2013,0:00,-10.6,28.4,17.8,
8/27/2013,12:00,-10.6,28.4,17.8,
8/28/2013,0:00,-9.9,28.4,18.5,
8/28/2013,12:00,-10.3,28.4,18.1,
8/29/2013,0:00,-10.2,28.4,18.2,
8/29/2013,12:00,-10.7,28.4,17.7,
8/30/2013,0:00,-10.6,28.4,17.8,
8/30/2013,12:00,-10.7,28.4,17.7,
8/31/2013,0:00,-10.8,28.4,17.6,
8/31/2013,12:00,-10.3,28.4,18.1,
9/1/2013,0:00,-10.1,28.4,18.3,
9/1/2013,12:00,-9.5,28.4,18.9,
9/2/2013,0:00,-9.7,28.4,18.7,
9/2/2013,12:00,-12.3,28.4,16.1,
9/3/2013,0:00,-12.5,28.4,15.9,
9/3/2013,12:00,-13.1,28.4,15.3,
9/4/2013,0:00,-10.2,28.4,18.2,
9/4/2013,12:00,-12.6,28.4,15.8,
9/5/2013,0:00,-10.3,28.4,18.1,
9/5/2013,12:00,-13.5,28.4,14.9,
9/6/2013,0:00,-12.8,28.4,15.6,
9/6/2013,12:00,-13.2,28.4,15.2,
9/7/2013,0:00,-10.1,28.4,18.3,
9/7/2013,12:00,-10.5,28.4,17.9,
9/8/2013,0:00,-11.1,28.4,17.3,
9/8/2013,12:00,-13.2,28.4,15.2,
9/9/2013,0:00,-11,28.4,17.4,
9/9/2013,12:00,-11.6,28.4,16.8,
9/10/2013,0:00,-12.3,28.4,16.1,
9/10/2013,12:00,-12.4,28.4,16,
9/11/2013,0:00,-12.5,28.4,15.9,
9/11/2013,12:00,-12.3,28.4,16.1,
9/12/2013,0:00,-10.4,28.4,18,
9/12/2013,12:00,-12.5,28.4,15.9,
9/13/2013,0:00,-12.9,28.4,15.5,
9/13/2013,12:00,-13.7,28.4,14.7,
9/14/2013,0:00,-13.9,28.4,14.5,
9/14/2013,12:00,-14,28.4,14.4,
9/15/2013,0:00,-13.3,28.4,15.1,
9/15/2013,12:00,-12.6,28.4,15.8,
9/16/2013,0:00,-10.8,28.4,17.6,
9/16/2013,12:00,-14,28.4,14.4,
9/17/2013,0:00,-14.1,28.4,14.3,
9/17/2013,12:00,-14,28.4,14.4,
9/18/2013,0:00,-11.5,28.4,16.9,
9/18/2013,12:00,-11.5,28.4,16.9,
9/19/2013,0:00,-11.8,28.4,16.6,
9/19/2013,12:00,-11.7,28.4,16.7,
9/20/2013,0:00,-12,28.4,16.4,
9/20/2013,12:00,-11.1,28.4,17.3,
9/21/2013,0:00,-9,28.4,19.4,
9/21/2013,12:00,-10.3,28.4,18.1,
9/22/2013,0:00,-11.2,28.4,17.2,
9/22/2013,12:00,-11.5,28.4,16.9,
9/23/2013,0:00,-11.8,28.4,16.6,
9/23/2013,12:00,-12.7,28.4,15.7,
9/24/2013,0:00,-12.4,28.4,16,
9/24/2013,12:00,-12.4,28.4,16,
9/25/2013,0:00,-9.7,28.4,18.7,
9/25/2013,12:00,-11.8,28.4,16.6,
9/26/2013,0:00,-9.7,28.4,18.7,
9/26/2013,12:00,-12.4,28.4,16,
9/27/2013,0:00,-10.1,28.4,18.3,
9/27/2013,12:00,-11.8,28.4,16.6,
9/28/2013,0:00,-9.9,28.4,18.5,
9/28/2013,12:00,-11.5,28.4,16.9,
9/29/2013,0:00,-10.1,28.4,18.3,
9/29/2013,12:00,-9.8,28.4,18.6,
9/30/2013,0:00,-9.5,28.4,18.9,
9/30/2013,12:00,-11.3,28.4,17.1,
10/1/2013,0:00,-9.6,28.4,18.8,
10/1/2013,12:00,-11.3,28.4,17.1,
