JDayMod,124Langes,1427Bath,241VKLake,398Snow,526Stumpy,554Columbia,683Boston,970Fitzwater,Average
841,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-76,-76
842,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-78,-78
843,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-78,-78
844,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-77,-77
845,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-78,-78
846,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-84,-84
847,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-86,-86
848,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-86,-86
849,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-86,-86
850,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-88,-88
851,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-89,-89
852,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-68,-68
853,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-70,-70
854,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-74,-74
855,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-78,-78
856,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-80,-80
857,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-85,-85
858,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-87,-87
859,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-86,-86
860,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-47,-47
861,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-45,-45
862,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-49,-49
863,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-56,-56
864,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-60,-60
865,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-65,-65
866,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-74,-74
867,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-82,-82
868,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-89,-89
869,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-93,-93
870,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-100,-100
871,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-107,-107
872,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-111,-111
873,-9999,-9999,0,-9999,-9999,-9999,-9999,-114,-57
874,-9999,-9999,1,-9999,-9999,-9999,-9999,-113,-56
875,-9999,-9999,1,-9999,-9999,-9999,-9999,-119,-59
876,-9999,-9999,1,-9999,-9999,-9999,-9999,-124,-62
877,-9999,-9999,2,-9999,-9999,-9999,-9999,-129,-64
878,-9999,-9999,2,-9999,-9999,-9999,-9999,-132,-65
879,-9999,-9999,2,-9999,-9999,-9999,-9999,-134,-66
880,-9999,-9999,2,-9999,-9999,-9999,-9999,-138,-68
881,-9999,-9999,2,-9999,-9999,-9999,-9999,-142,-70
882,13,-9999,2,-9999,-9999,-9999,-9999,-146,-44
883,16,-135,2,0,-9999,6,-9999,-147,-43
884,13,-134,2,3,-9999,7,-9999,-142,-42
885,14,-136,2,2,-9999,6,-9999,-146,-43
886,14,-139,2,2,-9999,6,-9999,-150,-44
887,13,-139,2,2,-9999,6,1,-151,-38
888,14,-138,2,2,-9999,6,0,-152,-38
889,14,-140,2,2,-9999,-9999,1,-156,-46
890,12,-138,2,2,-9999,-9999,-4,-155,-47
891,13,-140,2,4,-9999,-9999,-6,-157,-47
892,12,-141,2,4,-9999,-9999,-7,-159,-48
893,12,-143,2,4,-9999,-9999,-9,-163,-50
894,12,-141,3,3,-9999,-9999,-8,-164,-49
895,9,-143,2,3,-9999,-9999,-12,-165,-51
896,10,-142,1,4,-9999,1,-16,-166,-44
978,18,-133,9,5,-9999,6,-85,-178,-51
979,19,-131,9,7,-9999,5,-54,-172,-45
980,19,-132,8,4,-9999,1,-60,-173,-48
981,19,-134,8,6,-9999,4,-50,-173,-46
982,18,-132,8,7,-9999,4,-27,-174,-42
983,17,-124,8,5,-9999,0,-14,-172,-40
984,16,-123,8,4,-9999,0,-17,-172,-41
985,16,-127,7,4,-9999,0,-20,-172,-42
986,16,-131,7,5,-9999,2,-26,-173,-43
987,17,-134,8,7,-9999,2,-34,-173,-44
988,18,-136,9,6,-9999,2,-39,-173,-45
989,16,-137,7,3,-9999,0,-41,-173,-46
990,15,-140,7,3,-9999,1,-43,-174,-47
991,16,-141,8,4,-9999,2,-46,-174,-47
992,19,-142,9,8,-9999,3,-48,-174,-46
993,15,-139,7,4,-9999,1,-42,-175,-47
994,15,-141,7,2,-9999,1,-45,-175,-48
995,18,-143,9,6,-9999,3,-47,-176,-47
996,17,-143,8,8,-9999,7,-7,-175,-41
997,16,-131,8,4,-9999,3,-14,-176,-41
998,15,-131,7,3,-9999,1,-18,-177,-43
999,16,-134,7,3,-9999,3,-20,-177,-43
1000,19,-136,9,8,-9999,4,-23,-178,-42
1001,18,-131,9,7,-9999,5,-6,-176,-39
1002,16,-131,8,5,-9999,2,-10,-175,-41
1003,15,-133,7,3,-9999,1,-12,-175,-42
1004,16,-136,7,4,-9999,2,-13,-175,-42
1005,15,-137,7,3,-9999,2,-14,-175,-43
1006,18,-138,8,6,-9999,5,-14,-175,-41
1007,18,-131,9,6,-9999,4,-10,-175,-40
1008,16,-127,8,4,-9999,2,-13,-175,-41
1009,18,-129,8,4,-9999,2,-14,-175,-41
1010,16,-131,8,5,-9999,6,-6,-175,-40
1011,16,-126,7,3,-9999,1,-9,-174,-40
1012,15,-128,6,2,-9999,1,-10,-169,-40
1013,15,-130,6,2,-9999,1,-11,-169,-41
1014,16,-133,6,2,-9999,4,-11,-169,-41
1015,15,-135,7,3,-9999,4,-12,-172,-41
1016,16,-136,7,4,-9999,5,-14,-172,-41
1017,15,-134,6,2,-9999,4,-15,-172,-42
1018,18,-139,8,7,-9999,6,-13,-172,-41
1019,16,-140,9,6,-9999,4,-12,-171,-41
1020,16,-139,8,5,-9999,3,-14,-172,-42
1021,16,-139,7,4,-9999,2,-15,-172,-42
1022,16,-140,8,6,-9999,4,-15,-172,-42
1023,16,-139,8,6,-9999,4,-14,-172,-42
1024,16,-140,8,6,-9999,6,-13,-172,-41
1025,15,-140,8,6,-9999,6,-15,-173,-42
1026,15,-139,7,5,-9999,6,-16,-173,-42
1027,18,-142,9,7,-9999,6,-16,-173,-42
1028,18,-141,9,9,-9999,5,-15,-173,-41
1029,16,-142,9,7,-9999,4,-16,-173,-42
1030,16,-141,8,6,-9999,5,-16,-174,-42
1031,16,-141,8,7,-9999,6,-11,-173,-41
1032,16,-128,8,6,-9999,4,-7,-173,-39
1033,17,-110,8,8,-9999,5,4,-164,-33
1034,21,-60,8,5,-9999,6,14,-67,-10
1035,22,-34,8,0,-9999,7,19,16,5
1036,22,-29,8,6,-9999,4,16,18,6
1037,22,-30,7,5,-9999,4,14,12,5
1038,22,-30,7,5,-9999,4,13,10,4
1039,22,-30,7,5,-9999,4,13,8,4
1040,22,-37,7,5,-9999,4,12,8,3
1041,21,-47,7,5,-9999,4,12,6,1
1042,21,-58,6,4,-9999,4,11,1,-2
1043,21,-67,6,4,-9999,4,10,3,-3
1044,21,-73,6,5,-9999,5,10,3,-3
1045,23,-76,7,6,-9999,7,12,15,-1
1046,21,-88,8,8,-9999,7,12,13,-3
1047,22,-90,8,9,-9999,7,11,-10,-6
1048,20,-91,7,5,-9999,5,11,0,-6
1049,20,-88,7,4,-9999,5,11,1,-6
1050,20,-88,6,4,-9999,4,11,-3,-7
1051,20,-86,6,4,-9999,5,11,-2,-6
1052,20,-88,6,4,-9999,5,10,-1,-6
1053,20,-93,6,4,-9999,5,10,-2,-7
1054,20,-96,6,5,-9999,5,10,-25,-11
1055,21,-100,7,6,-9999,7,10,-25,-11
1056,20,-103,7,7,-9999,7,10,-16,-10
1057,20,-107,7,6,-9999,6,9,-31,-13
1058,23,-107,7,8,-9999,8,10,-23,-11
1059,20,-110,7,5,-9999,6,8,-37,-14
1060,20,-113,7,5,-9999,6,8,-41,-15
1061,20,-112,6,5,-9999,6,8,-46,-16
1062,20,-117,7,6,-9999,6,7,-40,-16
1063,20,-116,6,5,-9999,6,7,-56,-18
1064,20,-118,6,5,-9999,6,6,-60,-19
1065,20,-120,6,5,-9999,6,6,-62,-20
1066,20,-122,7,7,-9999,8,7,-64,-20
1067,22,-124,8,9,-9999,8,7,-67,-20
1068,22,-118,9,8,-9999,9,9,-72,-19
1069,19,-120,8,5,-9999,9,8,-73,-21
1070,20,-119,8,6,-9999,8,10,-55,-17
1071,19,-116,6,3,-9999,6,11,-44,-16
1072,22,-111,6,3,-9999,6,11,-42,-15
1073,24,-108,8,9,-9999,9,14,-37,-12
1074,21,-103,8,4,-9999,9,14,-40,-12
1075,24,-96,9,8,-9999,10,16,-38,-10
1076,21,-79,8,4,-9999,7,16,-22,-6
1077,20,-78,6,3,-9999,5,14,-28,-8
1078,20,-80,6,3,-9999,5,14,-32,-9
1079,20,-81,6,3,-9999,6,13,-36,-10
1080,2,-82,6,4,-9999,6,13,-39,-13
1081,2,-88,7,7,-9999,9,14,-38,-12
1082,1,-89,8,7,-9999,9,13,-41,-13
1083,2,-88,8,8,-9999,9,14,-42,-13
1084,1,-88,7,4,-9999,6,14,-16,-10
1085,2,-88,7,3,-9999,6,14,-20,-11
1086,3,-88,8,9,-9999,9,15,-3,-7
1087,4,-88,7,5,-9999,6,15,-12,-9
1088,19,-88,6,4,-9999,5,14,-17,-8
1089,20,-83,6,4,-9999,5,14,-18,-7
1090,10,-84,6,5,-9999,6,14,-15,-8
1091,9,-86,6,5,-9999,7,14,-16,-9
1092,19,-85,6,5,-9999,6,14,-17,-7
1093,21,-88,6,5,-9999,6,14,-21,-8
1094,22,-87,6,4,-9999,6,14,-26,-9
1095,22,-90,6,4,-9999,6,14,-25,-9
1096,21,-87,6,3,-9999,5,13,-30,-10
1097,100,-89,6,4,-9999,7,14,-26,2
1098,20,-88,6,4,-9999,6,14,-30,-10
1099,17,-89,6,1,-9999,5,12,-31,-11
1100,22,-88,6,3,-9999,6,13,-31,-10
1101,21,-90,6,1,-9999,5,13,-37,-12
1102,222,-100,6,4,-9999,7,13,-39,16
1103,768,-107,6,5,-9999,7,13,-40,93
1104,18,-105,6,4,-9999,6,14,-39,-14
1105,17,-100,6,4,-9999,6,14,-43,-14
1106,20,-106,6,6,-9999,8,15,-38,-13
1107,100,-104,6,6,-9999,9,15,-34,0
1108,872,-87,7,4,-9999,9,17,-2,117
1109,445,-84,8,3,-9999,8,16,-3,56
1110,413,-81,8,4,-9999,8,16,4,53
1111,13,-76,6,3,-9999,5,15,-10,-6
1112,16,-73,6,4,-9999,6,15,-8,-5
1113,463,-73,6,4,-9999,6,14,-7,59
1114,20,-75,6,4,-9999,5,13,-17,-6
1115,17,-79,6,4,-9999,6,14,-19,-7
1116,753,-79,6,5,-9999,6,15,-21,98
1117,17,-81,5,2,-9999,5,12,-26,-9
1118,15,-81,5,-2,-9999,3,11,-30,-11
1119,15,-85,2,-3,-9999,4,9,-36,-13
1120,15,-86,3,-3,-9999,4,9,-41,-14
1121,14,-90,3,-4,-9999,4,9,-49,-16
1122,16,-91,5,-2,-9999,5,9,-52,-16
1123,15,-94,6,3,-9999,5,10,-57,-16
1124,17,-99,6,4,-9999,5,10,-58,-16
1125,-78,-107,7,8,-9999,7,15,-57,-29
1126,134,-104,7,7,-9999,8,16,-23,6
1127,20,-92,6,4,-9999,8,18,-1,-5
1128,17,-85,4,1,-9999,5,15,-16,-8
1129,16,-82,2,-2,-9999,2,14,-22,-10
1130,16,-80,2,0,-9999,2,14,-22,-10
1131,16,-80,2,0,-9999,2,14,-25,-10
1132,17,-80,3,3,-9999,3,14,-26,-9
1133,19,-82,3,0,-9999,5,15,-29,-10
1134,18,-82,3,-3,-9999,3,13,-32,-11
1135,185,-86,4,1,-9999,6,14,-32,13
1136,18,-89,3,2,-9999,5,16,-27,-10
1137,17,-84,3,-2,-9999,4,16,-32,-11
1138,-74,-83,3,3,-9999,6,17,-28,-22
1139,-84,-92,4,3,-9999,6,17,-23,-24
1140,17,-91,4,2,-9999,6,16,-25,-10
1141,15,-92,4,1,-9999,5,15,-28,-11
1142,8,-91,4,3,-9999,7,15,-28,-12
1143,16,-93,4,2,-9999,5,14,-32,-12
1144,16,-90,3,-1,-9999,3,13,-35,-13
1145,15,-85,2,-3,-9999,4,12,-39,-13
1146,495,-83,4,1,-9999,6,13,-38,57
1147,16,-84,3,-2,-9999,3,13,-37,-13
1148,16,-92,3,-2,-9999,3,13,-41,-14
1149,16,-93,3,-3,-9999,2,12,-43,-15
1150,119,-95,4,1,-9999,6,13,-43,1
1151,102,-100,4,2,-9999,5,14,-45,-3
1152,16,-106,4,1,-9999,5,14,-47,-16
1153,15,-103,4,1,-9999,6,14,-49,-16
1154,320,-86,6,7,-9999,9,18,-14,37
1155,234,-82,6,4,-9999,7,18,-5,26
1156,9,-81,5,3,-9999,5,16,-11,-8
1157,19,-80,4,2,-9999,4,15,-15,-7
1158,18,-80,4,1,-9999,4,14,-17,-8
1159,16,-80,4,0,-9999,4,13,-21,-9
1160,16,-81,4,0,-9999,4,14,-21,-9
1161,10,-82,5,3,-9999,6,14,-20,-9
1162,17,-83,5,3,-9999,6,14,-25,-9
1163,14,-88,5,2,-9999,6,14,-28,-11
1164,16,-95,5,1,-9999,4,14,-31,-12
1165,15,-95,6,4,-9999,6,14,-31,-12
1166,26,-94,11,2,-9999,5,13,-34,-10
1167,23,-95,12,4,-9999,8,18,8,-3
1168,17,-91,10,0,-9999,6,17,-8,-7
1169,14,-85,9,0,-9999,5,16,-14,-8
1170,18,-86,9,0,-9999,6,15,-18,-8
1171,7,-86,10,3,-9999,8,16,-17,-8
1172,8,-87,10,1,-9999,5,16,-15,-9
1173,8,-88,9,0,-9999,5,15,-19,-10
1174,14,-86,11,4,-9999,9,18,-6,-5
1175,12,-87,9,0,-9999,4,16,-17,-9
1176,14,-86,9,-2,-9999,4,15,-20,-9
1177,16,-86,9,-1,-9999,3,15,-21,-9
1178,8,-87,9,-1,-9999,4,15,-22,-11
1179,17,-89,9,1,-9999,6,15,-24,-9
1180,7,-90,10,1,-9999,7,15,-22,-10
1181,8,-94,10,3,-9999,8,16,-20,-10
1182,11,-96,10,2,-9999,8,17,-23,-10
1183,8,-96,10,0,-9999,8,16,-24,-11
1184,8,-96,11,0,-9999,8,16,-27,-11
1185,17,-96,10,-1,-9999,6,15,-29,-11
1186,17,-96,11,0,-9999,6,15,-30,-11
1187,13,-96,12,0,-9999,9,16,-31,-11
1188,17,-96,10,0,-9999,5,15,-37,-12
1189,17,-94,10,0,-9999,5,15,-40,-12
1190,17,-92,10,-1,-9999,5,15,-43,-13
1191,17,-93,10,0,-9999,5,14,-43,-13
1192,17,-95,10,0,-9999,5,15,-48,-14
1193,14,-97,11,2,-9999,6,14,-48,-14
1194,17,-108,12,2,-9999,6,13,-53,-16
1195,5,-108,8,0,-9999,7,13,-59,-19
1196,-76,-115,8,0,-9999,8,12,-57,-31
1197,-76,-112,8,0,-9999,10,13,4,-22
1198,-76,-91,8,4,-9999,7,19,9,-17
1199,22,-80,7,4,-9999,6,19,7,-2
1200,20,-79,6,3,-9999,4,18,-1,-4
1201,19,-78,8,4,-9999,6,17,3,-3
1202,19,-78,8,2,-9999,7,17,-7,-5
1203,20,-78,8,3,-9999,7,16,2,-3
1204,19,-83,7,2,-9999,7,16,-4,-5
1205,19,-90,7,2,-9999,8,16,-19,-8
1206,18,-90,6,3,-9999,6,16,-16,-8
1207,18,-88,6,3,-9999,6,16,-26,-9
1208,18,-87,6,4,-9999,7,17,-28,-9
1209,18,-96,7,5,-9999,7,17,-30,-10
1210,19,-100,8,6,-9999,8,17,-30,-10
1211,18,-97,7,5,-9999,6,17,-13,-8
1212,19,-93,6,4,-9999,6,18,-21,-9
1213,19,-94,7,3,-9999,7,18,-24,-9
1214,19,-101,8,4,-9999,7,18,-22,-10
1215,21,-100,9,6,-9999,9,18,-12,-7
1216,20,-99,8,4,-9999,8,19,-15,-8
1217,20,-103,8,3,-9999,9,19,-30,-11
1218,20,-103,7,3,-9999,9,18,-34,-11
1219,19,-108,7,4,-9999,9,18,-37,-13
1220,19,-111,7,3,-9999,9,18,-41,-14
1221,19,-112,8,4,-9999,7,18,-44,-14
1222,19,-114,7,4,-9999,7,18,-49,-15
1223,19,-117,8,5,-9999,7,17,-54,-16
1224,19,-118,9,6,-9,8,17,-59,-16
1225,20,-120,9,5,-14,10,16,-62,-17
1226,20,-121,7,5,2,10,15,-66,-16
1227,21,-120,9,5,0,11,16,-63,-15
1228,20,-116,8,4,-3,8,15,-65,-16
1229,19,-120,7,3,-9,6,14,-70,-19
1230,19,-121,7,4,-10,5,14,-72,-19
1231,14,-126,9,5,-13,9,16,-75,-20
1232,14,-128,7,7,-17,9,15,-80,-22
1233,15,-129,7,6,-20,8,15,-86,-23
1234,15,-130,7,6,-24,9,14,-91,-24
1235,15,-131,7,7,-26,8,13,-96,-25
1236,16,-132,7,6,-28,7,11,-101,-27
1237,15,-133,7,5,-30,7,10,-108,-28
1238,16,-134,7,4,-31,7,8,-114,-30
1239,14,-135,6,7,-19,9,7,-120,-29
1240,14,-134,6,3,-23,6,7,-121,-30
1241,14,-134,6,3,-27,5,6,-123,-31
1242,14,-139,6,4,-31,7,5,-125,-32
1243,16,-141,7,5,-28,8,5,-128,-32
1244,16,-137,10,8,-6,11,4,-126,-28
1245,16,-138,10,6,-15,9,7,-131,-30
1246,16,-140,9,4,-23,8,6,-136,-32
1247,17,-140,8,4,0,8,4,-141,-30
1248,18,-139,10,8,1,10,3,-142,-29
1249,17,-137,8,9,-11,10,6,-143,-30
1250,17,-133,8,5,-19,8,8,-145,-31
1251,17,-132,6,4,-24,6,7,-142,-32
1252,18,-133,6,5,3,5,6,-144,-29
1253,18,-133,8,7,-2,6,5,-145,-30
1254,17,-111,10,7,-8,8,8,-139,-26
1255,17,-102,10,6,-10,6,8,-136,-25
1256,18,-108,8,5,3,5,8,-137,-25
1257,19,-115,9,5,4,5,7,-139,-26
1258,19,-111,9,3,3,12,9,-133,-24
1259,19,-116,9,6,5,5,13,-133,-24
1260,18,-117,9,6,4,6,13,-129,-24
1261,18,-113,8,8,3,4,16,-123,-22
1262,19,-115,7,6,4,2,16,-113,-22
1263,19,-118,9,7,5,3,16,-112,-21
1264,18,-118,9,7,3,7,16,-115,-22
1265,18,-118,8,7,-2,3,15,-117,-23
1266,18,-120,8,5,-6,2,14,-123,-25
1267,18,-123,8,6,-12,2,13,-129,-27
1268,18,-126,8,8,-17,2,12,-135,-29
1269,18,-130,9,7,-21,2,10,-139,-30
1270,18,-132,9,6,-25,2,9,-143,-32
1271,18,-134,9,6,-28,3,8,-149,-33
1272,22,-136,9,6,6,2,6,-154,-30
1273,21,-140,11,5,6,10,5,-111,-24
1274,20,-111,10,8,6,7,1,-70,-16
1275,20,-110,9,8,6,4,20,-60,-13
1276,20,-114,8,0,6,4,18,-61,-15
1277,20,-108,8,8,6,3,18,-66,-14
1278,20,-109,8,7,6,3,17,-75,-15
1279,20,-112,9,1,7,5,16,-75,-16
1280,20,-119,8,8,7,4,16,-89,-18
1281,20,-122,8,7,7,8,15,-99,-20
1282,20,-124,8,8,7,8,14,-101,-20
1283,21,-122,8,0,7,6,15,-105,-21
1284,20,-79,10,1,7,6,15,-109,-16
1285,23,-123,8,0,8,5,14,-114,-22
1286,27,-73,10,4,8,10,16,-119,-15
1287,24,-108,10,3,8,9,17,-115,-19
1288,22,9,11,8,8,10,2,23,12
1289,22,7,8,2,8,3,19,23,12
1290,22,23,8,3,8,4,18,13,12
1291,22,11,8,2,9,4,18,1,9
1292,22,-14,8,1,9,3,16,-13,4
1293,22,-34,8,1,9,3,15,-19,1
1294,21,-44,9,2,9,4,16,-22,-1
1295,21,-65,8,2,8,3,15,-30,-5
1296,21,-76,8,2,9,3,13,-38,-7
1297,22,-84,8,2,9,3,12,-50,-10
1298,21,-78,9,4,9,5,17,-17,-4
1299,22,-9999,8,3,9,3,16,-29,5
1300,21,-9999,8,3,9,4,16,-31,4
1301,20,-9999,8,2,9,4,15,-35,3
1302,20,-99,7,7,9,2,13,-9999,-6
1303,21,-102,8,8,9,5,12,-9999,-6
1304,21,-105,9,0,9,4,10,-9999,-7
1305,20,-103,10,2,9,5,11,-9999,-7
1306,20,-106,9,2,9,5,10,-72,-15
1307,19,-109,9,2,9,4,10,-82,-17
1308,19,-117,9,2,9,3,7,-88,-20
1309,18,-120,8,2,9,3,6,-86,-20
1310,17,-124,8,1,9,2,5,-93,-22
1311,17,-126,9,4,9,4,6,-102,-22
1312,18,-127,8,1,9,2,4,-106,-24
1313,18,-128,8,2,9,3,7,-114,-24
1314,17,-131,8,2,9,3,6,-113,-25
1315,17,-133,9,2,9,2,6,-115,-25
1316,19,-118,9,2,9,4,7,-119,-23
1317,18,-115,9,1,9,9,7,-118,-22
1318,18,-112,8,8,9,3,5,-115,-22
1319,18,-117,8,1,9,4,4,-121,-24
1320,18,-124,8,0,9,3,3,-125,-26
1321,17,-127,9,1,6,3,3,-127,-27
1322,16,-128,7,6,5,2,1,-128,-27
1323,17,-128,8,8,3,3,0,-134,-28
1324,17,-131,8,0,4,4,0,-138,-30
1325,17,-132,9,1,2,4,-1,-141,-30
1326,17,-134,9,2,3,4,-3,-144,-31
1327,16,-135,9,2,1,4,-4,-147,-32
1328,16,-137,9,1,0,2,-5,-149,-33
1329,16,-138,9,1,6,2,-8,-154,-33
1330,17,-138,9,1,6,2,-9,-158,-34
1331,17,-137,10,1,-2,3,-8,-160,-34
1332,17,-138,8,7,-5,0,-13,-164,-36
1333,17,-139,8,8,-7,3,-15,-167,-36
1334,16,-140,9,0,9,4,-16,-167,-36
1335,18,-141,10,2,9,2,-19,-167,-36
1336,18,-132,10,1,9,3,-1,-158,-31
1337,18,-130,9,1,6,3,-1,-165,-32
1338,18,-133,8,0,5,2,-2,-159,-33
1339,18,-136,8,0,4,2,-2,-156,-33
1340,18,-138,8,1,5,2,-5,-159,-34
1341,19,-137,9,3,0,3,-3,-159,-33
1342,16,-135,8,1,-1,2,-6,-158,-34
1343,18,-137,8,8,-1,2,-8,-163,-34
1344,18,-140,8,2,-6,4,-8,-165,-36
1345,16,-140,8,0,-8,2,-12,-168,-38
1346,18,-140,9,1,-7,3,-12,-168,-37
1347,17,-142,10,2,-7,4,-14,-169,-37
1348,17,-142,9,1,-6,3,-14,-169,-38
1349,16,-142,10,3,-9,4,-15,-169,-38
1350,16,-143,10,1,1,4,-19,-169,-37
1351,18,-142,10,0,7,4,-21,-169,-37
1352,16,-127,10,3,5,7,-8,-168,-33
1353,14,-123,8,8,-1,2,-13,-169,-34
1354,15,-129,8,8,5,2,-16,-172,-35
1355,18,-132,11,3,-2,6,-16,-173,-36
1356,14,-135,9,2,-3,4,-18,-174,-38
1357,17,-138,8,0,-2,4,-21,-174,-38
1358,17,-138,11,4,0,5,-21,-174,-37
1359,16,-139,11,4,9,4,-23,-174,-36
1360,19,-139,11,2,8,6,-20,-174,-36
1361,17,-113,10,1,7,4,-5,-168,-31
1362,17,-112,9,8,4,2,-6,-169,-31
1363,16,-117,8,7,1,1,-8,-169,-33
1364,19,-122,9,8,0,4,-8,-170,-32
1365,19,-126,9,1,-3,4,-9,-170,-34
1366,18,-130,9,1,-3,3,-11,-170,-35
1367,18,-132,9,2,-3,4,-13,-170,-36
1368,18,-134,10,3,1,4,-14,-170,-35
1369,19,-135,11,2,0,6,-15,-170,-35
1370,19,-136,10,0,-1,5,-15,-170,-36
1371,18,-138,10,8,-1,5,-18,-170,-36
1372,18,-138,10,7,6,5,-19,-170,-35
1373,19,-133,11,8,5,6,-12,-170,-33
1374,19,-132,11,8,6,5,-14,-170,-33
1375,19,-129,11,1,6,5,-11,-170,-34
1376,17,-128,11,2,6,6,-4,-169,-32
1377,18,-114,9,8,3,2,-5,-169,-31
1378,18,-114,9,8,1,2,-5,-169,-31
1379,17,-9999,9,8,1,3,-5,-165,-19
1380,19,-9999,9,8,0,4,-6,-163,-18
1381,19,-9999,10,2,5,5,-8,-163,-19
1382,19,-9999,11,3,2,6,-9,-163,-19
1383,18,-9999,11,2,1,5,-8,-164,-19
1384,19,-9999,8,8,6,3,-12,-164,-19
1385,20,-9999,11,3,5,7,-11,-163,-18
1386,18,-9999,10,0,5,3,1,-162,-18
1387,17,-9999,10,8,1,3,1,-162,-17
1388,17,-9999,9,8,5,4,1,-162,-17
1389,17,-9999,9,7,0,2,1,-160,-18
1390,18,-9999,9,8,5,4,1,-159,-16
1391,16,-9999,10,1,5,6,2,-157,-17
1392,17,-9999,8,8,0,2,0,-156,-17
1393,16,-9999,8,8,-1,2,0,-154,-17
1394,16,-9999,8,8,-1,2,0,-153,-17
1395,16,-9999,8,7,-1,3,-1,-152,-17
1396,16,-9999,9,8,-3,4,-1,-150,-17
1397,17,-9999,8,8,-2,4,-2,-150,-17
1398,17,-9999,9,8,-3,5,-2,-149,-16
1399,18,-9999,9,0,0,5,-2,-148,-17
1400,18,-9999,10,1,5,7,-2,-147,-15
1401,18,-9999,11,4,5,7,2,-144,-14
1402,18,-9999,9,1,5,4,2,-141,-15
1403,15,-9999,9,0,4,4,2,-139,-15
1404,15,-9999,8,6,4,2,1,-136,-14
1405,18,-9999,8,8,4,4,0,-130,-13
1406,18,-9999,9,1,5,6,1,-125,-12
1407,16,-9999,11,3,4,7,2,-119,-11
1408,15,-9999,8,0,4,3,2,-116,-12
1409,15,-9999,8,8,4,2,1,-108,-10
1410,15,-9999,9,0,4,4,1,-94,-9
1411,15,-9999,8,8,4,3,1,-91,-7
1412,15,-9999,8,8,4,3,2,-91,-7
1413,15,-9999,8,8,4,2,1,-83,-6
1414,15,-9999,8,7,4,2,1,-83,-7
1415,16,-9999,8,8,4,3,2,-82,-6
1416,17,-9999,9,8,4,4,2,-82,-5
1417,18,-9999,10,1,4,6,2,-86,-6
1418,17,-9999,10,3,4,6,5,-84,-6
1419,14,-9999,8,7,4,3,4,-88,-7
1420,14,-9999,7,6,4,2,4,-91,-8
1421,15,-9999,7,6,4,3,4,-85,-7
1422,18,-9999,9,0,4,5,4,-90,-7
1423,14,-90,9,8,3,3,5,-92,-18
1424,13,-92,7,6,3,2,4,-94,-19
1425,13,-97,6,6,3,2,3,-101,-21
1426,14,-102,8,7,3,3,3,-98,-20
1427,14,-103,8,7,3,4,4,-95,-20
1428,14,-108,7,6,3,3,4,-96,-21
1429,14,-116,7,6,3,4,4,-107,-23
1430,14,-117,7,6,3,3,3,-108,-24
1431,15,-118,7,7,3,4,3,-106,-23
1432,17,-120,8,8,3,5,4,-102,-22
1433,17,-119,8,8,3,5,4,-100,-22
1434,17,-118,8,0,4,6,5,-102,-22
1435,16,-115,10,1,4,7,5,-99,-21
1436,14,-116,8,0,3,4,5,-103,-23
1437,13,-120,7,8,3,4,5,-100,-22
1438,13,-117,7,7,3,4,4,-108,-23
1439,14,-117,7,7,3,4,4,-109,-23
1440,13,-119,7,8,2,4,4,-100,-23
1441,13,-122,7,6,2,4,4,-105,-24
1442,13,-124,7,6,-2,4,4,-110,-25
1443,13,-126,6,5,-2,4,4,-111,-26
1444,13,-128,7,7,3,5,3,-110,-25
1445,14,-127,8,0,3,6,4,-109,-25
1446,13,-128,6,6,3,5,4,-109,-25
1447,14,-128,6,7,3,5,4,-113,-25
1448,14,-127,7,8,3,6,4,-112,-25
1449,13,-126,6,7,3,5,4,-113,-25
1450,16,-127,8,0,4,7,4,-113,-25
1451,18,-124,10,2,4,8,10,-111,-23
1452,22,-54,10,8,3,8,2,-55,-7
